ano,numero,publicacao,assunto,classificacao,situacao,validade,servidores,link,alteracao
2014,963,02/28/2014,Fiscais de contrato 300/11 - Pedrazul Comércio e Serviços Ltda ME (Jardinagem),F,"Revogada pela Portaria nº CPV.0018/2016, de 17 de fevereiro de 2016",,,https://drive.ifsp.edu.br/s/evJ1g0tiAWYK5CS,Altera 384/2012
2014,990,03/10/2014,Fiscais de contrato 61/12 - Esc Segurança e Vigilância Patrimonial Ltda - EPP (Vigilância),F,"Alterada pela Portaria 1.397, de 31/03/2014",,,https://drive.ifsp.edu.br/s/7bI3qIkv8OxfnG4,Altera 5025/2013; 917/2013
2014,991,03/10/2014,Conformidade de Registro de Gestão,C,"Alterada pela Portaria 1.398, de 31/03/2014",,,https://drive.ifsp.edu.br/s/5syt7Em8E5DlYCR,Altera 5026/2013
2014,1052,03/13/2014,"Comitê de Ensino, Pesquisa e Inovação e Extensão (CEPIE)",C,"Alterada pela Portaria 3.840, de 11/08/2014",,,https://drive.ifsp.edu.br/s/rKCYe0j3z1a9Wx2,Altera 5346/2013
2014,1289,03/25/2014,Núcleo Docente Estruturante (NDE) do Curso de Licenciatura em Química,M,"Alterada pela Portaria CPV.0026/2015, de 09/04/2015",,,https://drive.ifsp.edu.br/s/Vi6ubPHe1XxeWKP,
2014,1396,03/31/2014,Comissão para Seleção de Equipe de Docentes e de Equipe de Apoio Pronatec,C,"Alterada pela Portaria 2.336, de 28/05/2014",,,https://drive.ifsp.edu.br/s/TySrQRK8f3Mz12n,
2014,1397,03/31/2014,Fiscais de contrato 61/12 - Esc Segurança e Vigilância Patrimonial Ltda - EPP (Vigilância),F,"Alterada pela Portaria CPV.0030/2015, de 14/04/2015",,,https://drive.ifsp.edu.br/s/BA4Xc1BddancUZ4,Altera 990/2014; 5025/2013; 917/2013
2014,1398,03/31/2014,Conformidade de Registro de Gestão,C,"Alterada pela Portaria CPV.0023/2015, de 02/04/2015",,,https://drive.ifsp.edu.br/s/34Msvk6hxaye61q,Altera 991/2014; 5026/2013
2014,1469,04/03/2014,Fiscais de contrato 888/10 - Sandra Aparecida Soares (Cantina),F,"Revogada pela Portaria nº CPV.0027/2017, de 15 de fevereiro de 2017",,,https://drive.ifsp.edu.br/s/llzFBtsJAizJxGa,Altera 5027/2013; 2303/2013
2014,1470,04/03/2014,Comissão Eleitoral para o Conselho de Campus,C,extinta,,,https://drive.ifsp.edu.br/s/ZylGVMilZohGwJ0,
2014,1498,04/04/2014,Código Eleitoral para Eleições de Representantes no Conselho de Campus,C,extinta,,,https://drive.ifsp.edu.br/s/5nnXnI3VXqfnYfs,
2014,1957,05/05/2014,Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,M,"Alterada pela Portaria CPV.0045/2015, de 22/06/2015",,,https://drive.ifsp.edu.br/s/yaiouh0R8GSDNzq,
2014,1958,05/05/2014,Colegiado do Curso Superior de Tecnologia em Processos Químicos,M,"Alterada pela Portaria CPV.0046/2015, de 22/06/2015",,,https://drive.ifsp.edu.br/s/PAlCrfQn9lgXXH3,
2014,2157,05/16/2014,Subcomissão Permanente de Acompanhamento da Jornada de Trabalho dos Servidores Técnico-Administrativos,C,"Alterada pela Portaria CPV.0027/2015, de 10/04/2015",,,https://drive.ifsp.edu.br/s/ZHVbXRlkdVhrGyn,Altera 861/2014; 5218/2013
2014,2278,05/23/2014,Comitê de Iniciação Científica,C,"Alterada pela Portaria CPV.0016/2015, de 09/03/2015",,,https://drive.ifsp.edu.br/s/UigD1rf2JrMFWG5,
2014,2279,05/23/2014,Código Eleitoral para Eleições de Vagas Remanescentes de Representantes no Conselho de Campus,C,extinta,,,https://drive.ifsp.edu.br/s/jskBbSYYaMoPjh2,
2014,2336,05/28/2014,Comissão para Seleção de Equipe de Docentes e de Equipe de Apoio Pronatec,C,"Alterada pela Portaria 4.184, de 19/08/2014",,,https://drive.ifsp.edu.br/s/mDijBVsrmMPeNhZ,Altera 1396/2014
2014,2398,06/02/2014,Calendário Escolar 2014,-,"Alterada pela Portaria 2.761, de 01/07/2014",,,https://drive.ifsp.edu.br/s/6AZzzuyKvqezL5n,
2014,2680,06/27/2014,"Representantes docentes, discentes e técnico-administrativos no Conselho de Campus",M,revogada pela portaria n° CPV.0065/2015,,,https://drive.ifsp.edu.br/s/syoM9nUIaniyumv,
2014,2761,07/01/2014,Calendário Escolar 2014,-,extinta,,,https://drive.ifsp.edu.br/s/GMpbfiNFm0M812J,
2014,3552,07/24/2014,Conselho de Campus,M,revogada pela portaria n° CPV.0065/2015,,,https://drive.ifsp.edu.br/s/6jAAi1hWBke6e3G,
2014,3553,07/24/2014,Comissão Organizadora da Semana Nacional de Ciência e Tecnologia - Edição 2014,C,extinta,,,https://drive.ifsp.edu.br/s/7OlaShxebR3ZXDf,
2014,3566,07/25/2014,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),C,"Revogada pela Portaria 4.223, de 20/08/2014",,,https://drive.ifsp.edu.br/s/ESye7cw6M58zDyg,
2014,3840,08/11/2014,"Comitê de Ensino, Pesquisa e Inovação e Extensão (CEPIE)",C,"Alterada pela Portaria 5.156, de 25/09/2014",,,https://drive.ifsp.edu.br/s/6hl2MY4RZboKK8u,Altera 1052/2014; 5346/2013
2014,4184,08/19/2014,Comissão para Seleção de Equipe de Docentes e de Equipe de Apoio Pronatec,C,extinta,,,https://drive.ifsp.edu.br/s/fxo2gCxCNJSEsFD,Altera 1396/2014
2014,4185,08/19/2014,"Subcomissão Eleitoral para a escolha dos representantes de servidores, discentes e egressos ao Conselho Superior",C,extinta,,,https://drive.ifsp.edu.br/s/MOLYIkc2iqk0UGs,
2014,4223,08/20/2014,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),C,extinta,,,https://drive.ifsp.edu.br/s/af4cvACWPTgdOtz,
2014,4224,08/20/2014,Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE),C,"Alterada pela Portaria CPV.0032/2015, de 06/05/2015",,,https://drive.ifsp.edu.br/s/km4mKyZDYQZkDks,
2014,4348,09/02/2014,Projetos Institucionais do 2º semestre de 2014,C,"Alterada pela Portaria 4.719, de 16/09/2014",,,https://drive.ifsp.edu.br/s/nVdsfJ2dJeku8n0,
2014,4719,09/16/2014,Projetos Institucionais do 2º semestre de 2014,C,"Alterada pela Portaria CPV.0002/2014, de 29/10/2014",,,https://drive.ifsp.edu.br/s/q8ipaVApgoRR0Ek,
2014,5076,09/22/2014,Subcomissão Local do Relatório de Gestão 2014,C,extinta,,,https://drive.ifsp.edu.br/s/eQy8TrXtMX4y0EA,
2014,5156,09/25/2014,"Comitê de Ensino, Pesquisa e Inovação e Extensão (CEPIE)",C,extinta,,,https://drive.ifsp.edu.br/s/XwX2AvhktDg4acu,Altera 3840/2014; 1052/2014; 5346/2013
2014,CPV.0001,10/29/2014,Comissão Organizadora do I Campeonato de Tênis de Mesa do Campus Capivari,C,extinta,,,https://drive.ifsp.edu.br/s/JDBwhzipEfqxuDE,
2014,CPV.0002,10/29/2014,Projetos Institucionais do 2º semestre de 2014,C,extinta,,,https://drive.ifsp.edu.br/s/45gv02KNACPTCkD,Altera 4719/2014
2014,CPV.0003,11/04/2014,Comissão para seleção de discentes para participar no I Congresso de Extensão do IFSP e na I Mostra de Arte e Cultura do IFSP,C,extinta,,,https://drive.ifsp.edu.br/s/UKxoq9yNGgxqQwD,
2014,CPV.0004,11/07/2014,Comissão de Área para Atividade Docente - Área de Informática,C,"Alterada pela Portaria CPV.0009/2015, de 26/02/2015","07/11/2014 a 07/11/2016, admitindo-se no máximo dois mandatos consecutivos",,https://drive.ifsp.edu.br/s/p3XJjBCU9feyb4K,
2014,CPV.0005,11/07/2014,Comissão de Área para Atividade Docente - Área do Núcleo Comum da Educação Básica,C,"Alterada pela Portaria CPV.0010/2015, de 26/02/2015","07/11/2014 a 07/11/2016, admitindo-se no máximo dois mandatos consecutivos",,https://drive.ifsp.edu.br/s/H8wx87pEjpeVyxs,
2014,CPV.0006,11/07/2014,Comissão de Área para Atividade Docente - Área de Química,C,"Alterada pela Portaria CPV.0011/2015, de 26/02/2015","07/11/2014 a 07/11/2016, admitindo-se no máximo dois mandatos consecutivos",,,
2014,CPV.0007,11/17/2014,Fiscais de contrato 002/2014 - Gasball Armazenadora e Distribuidora Ltda (Fornecimento de Gás GLP),F,"Revogada pela Portaria nº CPV.0018/2016, de 17 de fevereiro de 2016",,,https://drive.ifsp.edu.br/s/zlDaqLfi05fmiOP,
2014,CPV.0008,11/17/2014,Fiscais de contrato 001/2014 - LCSX Comércio e Serviços Ltda - EPP (Instalação de divisórias de vidro),F,extinta,,,https://drive.ifsp.edu.br/s/07OmnaT3MuFcW8C,
2014,CPV.0009,11/17/2014,"Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis de 2014",C,"Alterada pela Portaria CPV.0024/2014, de 12/12/2014",,,https://drive.ifsp.edu.br/s/rBeD28YGJny1PNg,
2014,CPV.0010,11/17/2014,Comissão de Inventário Físico Anual do Almoxarifado de 2014,C,extinta,,,https://drive.ifsp.edu.br/s/fAjW4Hy5xvg4GFx,
2014,CPV.0011,11/17/2014,Designação de substituto para Coordenador de Administração em período de férias,S,extinta,24/11 a 13/12/2014,,https://drive.ifsp.edu.br/s/GCK0zCQLQfBsyS4,
2014,CPV.0012,11/19/2014,Fiscais de contrato 003/2014 - Solutec Gestão em Telecomunicações Ltda - EPP (Execução de rede interna de telefonia e internet),F,"Revogada pela Portaria nº CPV.0018/2016, de 17 de fevereiro de 2016",,,https://drive.ifsp.edu.br/s/7ctUtyixxNAjSqd,
2014,CPV.0013,12/02/2014,Comissão para elaboração do Projeto Pedagógico do Curso Técnico em Planejamento e Gestão em Tecnologia da Informação na modalidade Educação a Distância,C,"Alterada pela Portaria CPV.0077/2015, de 17/09/2015",,,https://drive.ifsp.edu.br/s/mDWbb26SLVcghSh,
2014,CPV.0014,12/04/2014,Fiscais de contrato 004/2014 - Focco Controle Integrado de Pragas Ltda ME (Dedetização),F,"Revogada pela Portaria nº CPV.0018/2016, de 17 de fevereiro de 2016",,,https://drive.ifsp.edu.br/s/0bwRnP898adRCMg,
2014,CPV.0015,12/11/2014,Designação de substituto para Coordenadora de Extensão em período de férias,S,"Alterada pela Portaria CPV.0004/2015, de 06/02/2015",09 a 23/12/2014,,https://drive.ifsp.edu.br/s/OrcDLP2JM8XcjQK,
2014,CPV.0016,12/11/2014,Designação de substituto para Coordenadora de Apoio ao Ensino em período de férias,S,extinta,02 a 31/01/2015,,https://drive.ifsp.edu.br/s/R4G8iHRWrJDgBKA,
2014,CPV.0017,12/11/2014,Designação de substituto para Coordenadora de Registros Escolares em período de férias,S,extinta,05 a 14/01/2015,,https://drive.ifsp.edu.br/s/D2LHFjTU0nKwszM,
2014,CPV.0018,12/11/2014,Designação de substituto para Coordenador de Tecnologia da Informação em período de férias,S,extinta,05 a 24/01/2015,,https://drive.ifsp.edu.br/s/jHAQfXyV3qEb8dP,
2014,CPV.0019,12/11/2014,Designação de substituto para Coordenadora de Extensão em período de férias,S,extinta,02 a 14/01/2015,,https://drive.ifsp.edu.br/s/DWRBcV25oiRKR5g,
2014,CPV.0020,12/11/2014,Designação de substituto para Coordenadora de Extensão em período de férias,S,extinta,15 a 31/01/2015,,https://drive.ifsp.edu.br/s/MKEurwprbJ5Uteq,
2014,CPV.0021,12/12/2014,Designação de substituto para Gerente Administrativa em período de férias,S,extinta,05 a 15/01/2015,,https://drive.ifsp.edu.br/s/gEeIDxb48Ua2dT6,
2014,CPV.0022,12/12/2014,Designação de substituto para Gerente Administrativa em período de férias,S,extinta,16 a 30/01/2015,,https://drive.ifsp.edu.br/s/C2S5AhnfDdt68Xh,
2014,CPV.0023,12/12/2014,Comissão para elaboração do Projeto Político Pedagógico,C,"Alterada pela Portaria CPV.0007/2015, de 24/02/2015",,,https://drive.ifsp.edu.br/s/81fQ0qDMqxlqxW4,Altera 4348/2014
2014,CPV.0024,12/12/2014,"Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis de 2014",C,"Alterada pela Portaria CPV.0026/2014, de 18/12/2014",,,https://drive.ifsp.edu.br/s/eUYra9VcjbZhe3z,Altera CPV.0009/2014
2014,CPV.0025,12/17/2014,Designação de substituto para Diretor Geral em período de férias,C,"Alterada pela Portaria CPV.0031/2014, de 30/12/2014",,,https://drive.ifsp.edu.br/s/PYoCOCDTJXmg19h,
2014,CPV.0026,12/18/2014,"Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis de 2014",C,"Alterada pela Portaria CPV.0027/2014, de 19/12/2014",,,https://drive.ifsp.edu.br/s/xIBpmoklb7VTOey,Altera CPV.0024/2014; 0009/2014
2014,CPV.0027,12/19/2014,"Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis e Intangíveis de 2014",C,extinta,,,https://drive.ifsp.edu.br/s/BtSQzkxcoANc1Xw,Altera CPV.0026/2014; 0024/2014; 0009/2014
2014,CPV.0028,12/29/2014,Calendário Escolar dos Cursos Técnicos Concomitantes e Subsequentes 2015,-,extinta,,,https://drive.ifsp.edu.br/s/9TxsHWQHSz7jasP,
2014,CPV.0029,12/29/2014,Calendário Escolar dos Cursos Técnicos Integrados ao Ensino Médio 2015,-,extinta,,,https://drive.ifsp.edu.br/s/5aWjZBDoAsAPHZb,
2014,CPV.0030,12/29/2014,Calendário Escolar dos Cursos de Graduação 2015,-,extinta,,,https://drive.ifsp.edu.br/s/01FwmEj3MApLuxS,
2014,CPV.0031,12/30/2014,Designação de substituto para Diretor Geral em período de férias,S,extinta,,,https://drive.ifsp.edu.br/s/V8h3rOBPVzUypAT,Altera CPV.0025/2014
2014,CPV.0032,12/30/2014,"Banca Examinadora do Processo Seletivo Simplificado para Professores Temporários, regida pelo Edital Nº 1.051, de 17 de dezembro de 2014",C,extinta,,,https://drive.ifsp.edu.br/s/ZMQIE9IJBNRMWsB,
2014,CPV.0033,12/31/2014,Trata da Alteração do Horário de funcionamento do Campus Capivari,-,"Revogada pela Portaria nº CPV.0014/2016, de 11 de fevereiro de 2016",,,https://drive.ifsp.edu.br/s/OdFbdc3lvscHcHK,
